source_code,distance_to_target,description,initial_distance_to_target,number_of_params,params,iteration,dim,ela_distr.skewness,fitness_distance.fitness_std,nbc.nn_nb.sd_ratio,nbc.nb_fitness.cor,ela_meta.lin_simple.adj_r2,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_w_interact.adj_r2
"import numpy as np

def problem(x: np.ndarray) -> float:
    """"""
    A synthetic benchmark function composed of linear, squared, and skewed components.
    The function is designed to approximate target ELA features related to linearity, quadraticity, and skewness.
    Formula: f(x) = sum(x_i) + sum(x_i^2) + sum(x_i^3)
    """"""
    n = x.shape[0]
    linear_term = np.sum(x)
    quadratic_term = np.sum(x**2)
    skewness_term = np.sum(x**3)

    # Combining the terms with specific weights
    return 0.5 * linear_term + 0.3 * quadratic_term + 0.2 * skewness_term",0.31180295045827305,"
    A synthetic benchmark function composed of linear, squared, and skewed components.
    The function is designed to approximate target ELA features related to linearity, quadraticity, and skewness.
    Formula: f(x) = sum(x_i) + sum(x_i^2) + sum(x_i^3)
    ",,,,1,5,0.10705909965239771,0.25993462009469304,0.5511318425384291,0.5084277256835676,0.8379877481348231,0.8392328118642195,0.880128396319639,1.0
"import numpy as np

def problem(x: np.ndarray) -> float:
    """"""
    A synthetic benchmark function designed to mimic specific ELA features.
    This function is a combination of sine and cosine waves, scaled and shifted
    to achieve desired properties of linearity, skewness, and distribution characteristics.

    f(x) = sum(sin(xi) + cos(2*xi)) + sum(xi^2) + skewness_term

    where xi is the ith element of the input vector x.

    The last term introduces skewness in the fitness landscape.  It consists of
    a constant multiplied by the sum of the input arguments to degree 3 if the
    sum of input arguments is less than 0 and degree 2 otherwise.
    """"""
    n = len(x)
    linear_term = np.sum(np.sin(x) + np.cos(2 * x))
    quadratic_term = np.sum(x**2)

    sum_x = np.sum(x)

    if sum_x < 0:
      skewness_term = 0.01 * np.sum(x**3)
    else:
      skewness_term = 0.01 * np.sum(x**2)

    return linear_term + quadratic_term + skewness_term",1.462644239320881,"
    A synthetic benchmark function designed to mimic specific ELA features.
    This function is a combination of sine and cosine waves, scaled and shifted
    to achieve desired properties of linearity, skewness, and distribution characteristics.

    f(x) = sum(sin(xi) + cos(2*xi)) + sum(xi^2) + skewness_term

    where xi is the ith element of the input vector x.

    The last term introduces skewness in the fitness landscape.  It consists of
    a constant multiplied by the sum of the input arguments to degree 3 if the
    sum of input arguments is less than 0 and degree 2 otherwise.
    ",,,,1,5,0.10133185422585739,0.2849338904301539,0.9049870410037288,0.3020243215593363,0.004088974287043233,0.02362204132185836,0.9817386172642714,0.9873709746017059
"import numpy as np

def problem(x: np.ndarray) -> float:
    """"""
    Synthetic benchmark function designed to mimic specific ELA features.
    This function combines a simple quadratic term with a cubic distortion and a linear component.

    f(x) = sum(x_i^2) + 0.1 * sum(x_i^3) + 0.05 * sum(x_i)
    """"""
    return np.sum(x**2) + 0.1 * np.sum(x**3) + 0.05 * np.sum(x)",1.108165625854865,"
    Synthetic benchmark function designed to mimic specific ELA features.
    This function combines a simple quadratic term with a cubic distortion and a linear component.

    f(x) = sum(x_i^2) + 0.1 * sum(x_i^3) + 0.05 * sum(x_i)
    ",,,,1,5,0.1181864559926224,0.1894636799325029,0.9108197746465352,0.38036197938482474,0.2608407346662702,0.27437855107289355,0.953241152810264,1.0
"import numpy as np

def problem(x: np.ndarray) -> float:
    """"""
    Synthetic benchmark function designed to resemble the target ELA features.

    The function combines a quadratic bowl with linear and interaction terms
    to achieve the target ELA properties, aiming for linearity and some skewness.
    """"""
    n = len(x)
    z = x * x
    linear_term = np.sum(x)
    interaction_term = np.sum(x * np.roll(x, 1)) # pairwise product of adjacent variables
    quadratic_term = np.sum(z)
    result = quadratic_term + linear_term + 0.1*interaction_term # Add the components

    return result",1.262067268151758,"
    Synthetic benchmark function designed to resemble the target ELA features.

    The function combines a quadratic bowl with linear and interaction terms
    to achieve the target ELA properties, aiming for linearity and some skewness.
    ",,,,1,5,0.1102786176473719,0.24233459332178212,0.8837387449934323,0.32867921104937997,0.13466427175750992,0.17610365219697877,0.9900592428343933,1.0
"import numpy as np

def problem(x: np.ndarray) -> float:
    """"""
    A synthetic benchmark function mimicking linear and quadratic ELA features.

    The function combines a linear term with a scaled and shifted quadratic term,
    designed to have a skewness in its objective values. The linear scaling dominates,
    resulting in high adjusted R^2 values for linear and quadratic models.

    Mathematically:
    f(x) = sum(x) + 0.1 * sum((x - 1)**2)

    where x is a NumPy array of shape (N,).
    """"""
    linear_term = np.sum(x)
    quadratic_term = 0.1 * np.sum((x - 1)**2)

    return linear_term + quadratic_term",0.2397518031750942,"
    A synthetic benchmark function mimicking linear and quadratic ELA features.

    The function combines a linear term with a scaled and shifted quadratic term,
    designed to have a skewness in its objective values. The linear scaling dominates,
    resulting in high adjusted R^2 values for linear and quadratic models.

    Mathematically:
    f(x) = sum(x) + 0.1 * sum((x - 1)**2)

    where x is a NumPy array of shape (N,).
    ",,,,1,5,0.10587795937399085,0.19648334465299455,0.8358471974131219,0.6330805670304037,0.9102499131141566,0.9121532681111542,1.0,1.0
"import numpy as np

def problem(x: np.ndarray) -> float:
    """"""
    Synthetic benchmark function designed to mimic specific ELA features.

    This function combines a squared term, linear term, and interaction term
    to achieve specific ELA targets, focusing on linearity and moderate skewness.
    Domain: [-5, 5]^N

    Formula: f(x) = sum(x_i^2) + sum(i * x_i) + sum(x_i * x_{i+1}) (with wraparound for the interaction)
    """"""
    n = x.shape[0]
    term1 = np.sum(x**2)  # Squared term promotes linearity
    term2 = np.sum(np.arange(1, n + 1) * x) # Linear term influences skewness
    term3 = np.sum(x * np.roll(x, -1)) # Interaction term adds complexity
    return term1 + term2 + term3",0.7632134161113429,"
    Synthetic benchmark function designed to mimic specific ELA features.

    This function combines a squared term, linear term, and interaction term
    to achieve specific ELA targets, focusing on linearity and moderate skewness.
    Domain: [-5, 5]^N

    Formula: f(x) = sum(x_i^2) + sum(i * x_i) + sum(x_i * x_{i+1}) (with wraparound for the interaction)
    ",,,,1,5,0.1360727964983241,0.0916293106221646,0.8440399139545818,0.5364152017985241,0.40919294582605087,0.7544645330703887,0.7037481160342923,1.0
"import numpy as np

def problem(x: np.ndarray) -> float:
    """"""
    A synthetic benchmark function designed to match specific ELA features.

    f(x) = sum(x_i) + sum(x_i^2) + skewness_term

    where,
        x_i are the components of the input vector x.
        skewness_term introduces skewness into fitness values.
    """"""
    n = len(x)
    linear_term = np.sum(x)
    quadratic_term = np.sum(x**2)
    skewness_term = np.sum(x**3) / (n**2) # scaled cubic term

    return linear_term + quadratic_term + skewness_term",1.0668078070213491,"
    A synthetic benchmark function designed to match specific ELA features.

    f(x) = sum(x_i) + sum(x_i^2) + skewness_term

    where,
        x_i are the components of the input vector x.
        skewness_term introduces skewness into fitness values.
    ",,,,1,5,0.114597373176175,0.2045765703842563,0.905836855993939,0.3886463689752526,0.28773529708025203,0.30211977718735217,0.9923447176474958,1.0
"import numpy as np

def problem(x: np.ndarray) -> float:
    """"""
    A synthetic benchmark function designed to exhibit specific ELA features.

    The function combines a quadratic term, a highly linear term, and a scaled
    linear bias to shape the objective landscape. Specifically, it's a blend of a
    shifted squared sum, scaled sum, and a linear skew to manipulate ELA features.

    Formula:
    f(x) = sum((x - 1)^2) + 100 * sum(x) + sum(x)
    """"""
    return np.sum((x - 1)**2) + 100 * np.sum(x) + np.sum(x)",0.062292467571297125,"
    A synthetic benchmark function designed to exhibit specific ELA features.

    The function combines a quadratic term, a highly linear term, and a scaled
    linear bias to shape the objective landscape. Specifically, it's a blend of a
    shifted squared sum, scaled sum, and a linear skew to manipulate ELA features.

    Formula:
    f(x) = sum((x - 1)^2) + 100 * sum(x) + sum(x)
    ",,,,1,5,0.09416509884042669,0.3096328282801739,0.6866646096597512,0.6512878535922922,0.999354767552436,0.9993684511759945,1.0,1.0
"import numpy as np

def problem(x: np.ndarray) -> float:
    """"""
    A synthetic benchmark function designed to emulate linear and quadratic ELA features
    and a controlled fitness distribution.  The function combines a linear term, a
    quadratic term, and a skewed polynomial function.

    Formula:
    f(x) = sum(x) + sum(x^2) + (sum(x^3) / 5)
    """"""
    return np.sum(x) + np.sum(x**2) + (np.sum(x**3)/5)",0.5429530542522477,"
    A synthetic benchmark function designed to emulate linear and quadratic ELA features
    and a controlled fitness distribution.  The function combines a linear term, a
    quadratic term, and a skewed polynomial function.

    Formula:
    f(x) = sum(x) + sum(x^2) + (sum(x^3) / 5)
    ",,,,1,5,0.12063271673505367,0.07166956605388448,0.6464648279741495,0.5007479880040908,0.6599061470427862,0.6649949183807585,0.9281949352422622,1.0
"import numpy as np

def problem(x: np.ndarray) -> float:
    """"""
    Synthetic benchmark function designed to match target ELA features.

    This function is a combination of a linear function, a quadratic function, and a skewed component.
    It is designed to exhibit linearity and moderate fitness-distance correlation along specific axes, incorporating skewness.

    Formula:
    f(x) = sum(x) + sum(x^2) + sum(x^3)
    """"""
    return np.sum(x) + np.sum(x**2) + np.sum(x**3)",0.33729721913521526,"
    Synthetic benchmark function designed to match target ELA features.

    This function is a combination of a linear function, a quadratic function, and a skewed component.
    It is designed to exhibit linearity and moderate fitness-distance correlation along specific axes, incorporating skewness.

    Formula:
    f(x) = sum(x) + sum(x^2) + sum(x^3)
    ",,,,1,5,0.10394723686702048,0.2811029045911445,0.520036833993129,0.5058843106730165,0.833907673234559,0.8350473774837964,0.856998157745711,1.0
