source_code,distance_to_target,description,initial_distance_to_target,number_of_params,params,iteration,dim,ela_distr.skewness,fitness_distance.fitness_std,nbc.nn_nb.sd_ratio,nbc.nb_fitness.cor,ela_meta.lin_simple.adj_r2,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_w_interact.adj_r2
"import numpy as np

def problem(x: np.ndarray) -> float:
    """"""
    A 3-dimensional synthetic benchmark function combining a skewed quadratic bowl,
    sinusoidal modulation, and some pairwise interactions to mimic target ELA features.

    Formula:
    f(x) = (1 + 0.302) * sum((x_i - shift_i)**2 for i in range(3))
           + 2 * sin(sum(x))
           + 0.5 * sum(x_i * x_j for i in range(3) for j in range(i + 1, 3))
           + 0.044 * np.random.randn()  # Add noise to control fitness_std
           + 0.769 * sum(abs(x))
           -95.4 / (2.71828**(abs(x[0]) + abs(x[1])+ abs(x[2])))
           + 0.786 * (np.sum(x)) #linear to address lin_simple
           + 0.92 * (x[0] * x[1] + x[1] * x[2]) # interaction
           + 0.851 * np.sum(x**2) #quad simple
           + 0.991* (x[0]**2 * x[1] + x[1]**2 * x[2])
    """"""
    shift = np.array([1.0, -0.5, 0.2])  # Introduce asymmetry
    quadratic_bowl = np.sum((x - shift)**2)
    sinusoidal_term = 2 * np.sin(np.sum(x))
    interaction_term = 0.5 * np.sum(x[i] * x[j] for i in range(3) for j in range(i + 1, 3))
    noise = 0.044 * np.random.randn()
    abs_sum = 0.769 * np.sum(np.abs(x))
    gaussian_corr = -95.4 / (2.71828**(np.abs(x[0]) + np.abs(x[1])+ np.abs(x[2])))
    lin_simple = 0.786 * (np.sum(x))
    pairwise = 0.92 * (x[0] * x[1] + x[1] * x[2])
    quad_simple = 0.851 * np.sum(x**2)
    quad_interact = 0.991* (x[0]**2 * x[1] + x[1]**2 * x[2])

    return (1 + 0.302) * quadratic_bowl + sinusoidal_term + interaction_term + noise + abs_sum + gaussian_corr + lin_simple + pairwise + quad_simple + quad_interact",0.7969039781847185,"
    A 3-dimensional synthetic benchmark function combining a skewed quadratic bowl,
    sinusoidal modulation, and some pairwise interactions to mimic target ELA features.

    Formula:
    f(x) = (1 + 0.302) * sum((x_i - shift_i)**2 for i in range(3))
           + 2 * sin(sum(x))
           + 0.5 * sum(x_i * x_j for i in range(3) for j in range(i + 1, 3))
           + 0.044 * np.random.randn()  # Add noise to control fitness_std
           + 0.769 * sum(abs(x))
           -95.4 / (2.71828**(abs(x[0]) + abs(x[1])+ abs(x[2])))
           + 0.786 * (np.sum(x)) #linear to address lin_simple
           + 0.92 * (x[0] * x[1] + x[1] * x[2]) # interaction
           + 0.851 * np.sum(x**2) #quad simple
           + 0.991* (x[0]**2 * x[1] + x[1]**2 * x[2])
    ",,,,1,3,0.32365875572279784,0.4900976574188642,0.47920989904620587,0.8189986198016882,0.40251329820412746,0.5325358401058183,0.6595282731034003,0.9986604180645408
"import numpy as np

def problem(x: np.ndarray) -> float:
    """"""
    A synthetic benchmark function with a skewed fitness landscape, combining a quadratic bowl,
    sinusoidal modulation, and a linear interaction term.

    Formula:
    f(x) = (0.5 * sum(x**2)) + (2 * sum(np.sin(2*x))) + (np.sum(x * np.roll(x, 1)) * 0.2) + np.random.normal(0, 0.01)
    """"""
    return (0.5 * np.sum(x**2)) + (2 * np.sum(np.sin(2*x))) + (np.sum(x * np.roll(x, 1)) * 0.2) + np.random.normal(0, 0.01)",1.176539986803764,"
    A synthetic benchmark function with a skewed fitness landscape, combining a quadratic bowl,
    sinusoidal modulation, and a linear interaction term.

    Formula:
    f(x) = (0.5 * sum(x**2)) + (2 * sum(np.sin(2*x))) + (np.sum(x * np.roll(x, 1)) * 0.2) + np.random.normal(0, 0.01)
    ",,,,1,3,0.1910109324137009,0.4170680928166657,0.6034172059749464,0.63488205164611,0.014222861621786419,0.21814859749442422,0.7583271909288702,0.9069434675283791
"import numpy as np

def problem(x: np.ndarray) -> float:
    """"""
    Combines a skewed quadratic bowl with sinusoidal undulations and pairwise interactions,
    designed to approximate specific ELA features.

    The function is of the form:
    f(x) = a * sum(w_i * (x_i - c_i)^2) + b * sum(sin(d_i * x_i)) + c * sum(x_i * x_{i+1}) + skew * (x_0)^3
    where:
    - a, b, c, skew are scaling factors.
    - w_i are random weights.
    - c_i are random offsets.
    - d_i control the frequency of the sinusoidal modulation.
    """"""
    dim = len(x)
    a = 0.5
    b = 0.1
    c = 0.05
    skew = 0.02

    w = np.random.rand(dim)
    offset = np.random.uniform(-2, 2, dim)
    freq = np.random.uniform(0.5, 1.5, dim)

    term1 = a * np.sum(w * (x - offset)**2)
    term2 = b * np.sum(np.sin(freq * x))
    term3 = 0.0
    for i in range(dim - 1):
        term3 += x[i] * x[i+1]
    term3 *= c
    term4 = skew * (x[0]**3)

    return term1 + term2 + term3 + term4",1.6174726166491142,"
    Combines a skewed quadratic bowl with sinusoidal undulations and pairwise interactions,
    designed to approximate specific ELA features.

    The function is of the form:
    f(x) = a * sum(w_i * (x_i - c_i)^2) + b * sum(sin(d_i * x_i)) + c * sum(x_i * x_{i+1}) + skew * (x_0)^3
    where:
    - a, b, c, skew are scaling factors.
    - w_i are random weights.
    - c_i are random offsets.
    - d_i control the frequency of the sinusoidal modulation.
    ",,,,1,3,0.2485008491092075,0.1721660555878153,0.22618215835509847,0.34817087872221336,0.009669182877589272,0.026506214519063962,0.39440490437263287,0.4195480806138834
"import numpy as np

def problem(x: np.ndarray) -> float:
    """"""
    A synthetic benchmark function combining a quadratic bowl, sinusoidal modulation, and pairwise interactions
    to achieve specific ELA features.

    Formula:
    f(x) = sum(x_i^2) + 0.5 * sum(sin(2*pi*x_i)) + 0.1 * sum(x_i * x_j for all i<j) + 0.2 * sum(x_i^3)
    """"""
    n = len(x)
    quadratic_bowl = np.sum(x**2)
    sinusoidal_modulation = 0.5 * np.sum(np.sin(2 * np.pi * x))
    pairwise_interaction = 0.1 * np.sum(x[i] * x[j] for i in range(n) for j in range(i+1, n))
    cubic_element = 0.2 * np.sum(x**3)

    return quadratic_bowl + sinusoidal_modulation + pairwise_interaction + cubic_element",0.5308874367080069,"
    A synthetic benchmark function combining a quadratic bowl, sinusoidal modulation, and pairwise interactions
    to achieve specific ELA features.

    Formula:
    f(x) = sum(x_i^2) + 0.5 * sum(sin(2*pi*x_i)) + 0.1 * sum(x_i * x_j for all i<j) + 0.2 * sum(x_i^3)
    ",,,,1,3,0.2654395991209628,0.10101056741055153,0.5478249531847816,0.7780548393106727,0.5403032839997286,0.5537701979938856,0.9054636230939003,0.9992579745469296
"import numpy as np

def problem(x: np.ndarray) -> float:
    """"""
    A synthetic 3D benchmark function combining a skewed quadratic bowl,
    modulated with a sine wave and incorporating pairwise interactions.
    The function is designed to exhibit specific ELA features.

    Formula:
    f(x) = (1 + 0.302) * sum(i * x[i]**2 + 0.044*x[i] for i in range(3)) + \
           0.954 * np.sin(np.sum(x)) + \
           0.786 * np.sum(x[i] * x[j] for i in range(3) for j in range(i + 1, 3)) + \
           0.769 * np.sum(x) + 0.92 * np.prod(x) + 0.851 * x[0]**2 + 0.991*(x[0]*x[1]*x[2])
    """"""
    return (1 + 0.302) * np.sum(i * x[i]**2 + 0.044*x[i] for i in range(3)) + \
           0.954 * np.sin(np.sum(x)) + \
           0.786 * np.sum(x[i] * x[j] for i in range(3) for j in range(i + 1, 3)) + \
           0.769 * np.sum(x) + 0.92 * np.prod(x) + 0.851 * x[0]**2 + 0.991*(x[0]*x[1]*x[2])",1.7570816622775396,"
    A synthetic 3D benchmark function combining a skewed quadratic bowl,
    modulated with a sine wave and incorporating pairwise interactions.
    The function is designed to exhibit specific ELA features.

    Formula:
    f(x) = (1 + 0.302) * sum(i * x[i]**2 + 0.044*x[i] for i in range(3)) + \
           0.954 * np.sin(np.sum(x)) + \
           0.786 * np.sum(x[i] * x[j] for i in range(3) for j in range(i + 1, 3)) + \
           0.769 * np.sum(x) + 0.92 * np.prod(x) + 0.851 * x[0]**2 + 0.991*(x[0]*x[1]*x[2])
    ",,,,1,3,0.29892017777133195,0.588551775101929,-0.0029835298189260493,0.7906642183821119,0.018888042284028912,0.06940388950437114,0.2453819361902414,0.29040686341482824
"import numpy as np

def problem(x: np.ndarray) -> float:
    """"""
    A synthetic benchmark function designed to mimic target ELA features.

    Combines a skewed quadratic bowl, sinusoidal modulation with frequency 3,
    and pairwise interactions with varying weights. The bowl provides a global
    structure, the sinusoid introduces local ruggedness, and the interactions
    introduce complexity affecting linearity metrics.

    Formula:
    f(x) =  (1 + 0.302) * sum((x_i**2) + 0.044*x_i for i in range(len(x))) \
           + np.sin(3 * np.sum(x)) \
           + 0.769 * sum(0.954 * x[i] * x[j] for i in range(len(x)) for j in range(i+1, len(x))) \
           + 0.786 * np.sum(x) \
           + 0.92 * np.sum(x**2)
    """"""
    return (1 + 0.302) * np.sum((x**2) + 0.044*x) \
           + np.sin(3 * np.sum(x)) \
           + 0.769 * np.sum(0.954 * x[i] * x[j] for i in range(len(x)) for j in range(i+1, len(x))) \
           + 0.786 * np.sum(x) \
           + 0.92 * np.sum(x**2)",1.1195210739263952,"
    A synthetic benchmark function designed to mimic target ELA features.

    Combines a skewed quadratic bowl, sinusoidal modulation with frequency 3,
    and pairwise interactions with varying weights. The bowl provides a global
    structure, the sinusoid introduces local ruggedness, and the interactions
    introduce complexity affecting linearity metrics.

    Formula:
    f(x) =  (1 + 0.302) * sum((x_i**2) + 0.044*x_i for i in range(len(x))) \
           + np.sin(3 * np.sum(x)) \
           + 0.769 * sum(0.954 * x[i] * x[j] for i in range(len(x)) for j in range(i+1, len(x))) \
           + 0.786 * np.sum(x) \
           + 0.92 * np.sum(x**2)
    ",,,,1,3,0.19721391181361744,0.2620127679323668,0.8871509384143039,0.6627757385359669,0.030931365214441953,0.19580439210873668,0.8888023897007173,0.9995123505044969
"import numpy as np

def problem(x: np.ndarray) -> float:
    """"""
    A synthetic benchmark function combining a skewed quadratic bowl with sinusoidal modulation,
    radial attenuation, and pairwise interactions, designed to match specific ELA features.

    Formula:
    f(x) = (1 + skew) * sum(x_i^2) + A * sin(B * sqrt(sum(x_i^2))) * exp(-C * sqrt(sum(x_i^2))) + D * sum(x_i * x_j for i < j)

    where:
      - skew = 0.302 (introduces distribution skewness)
      - A = 0.2 (modulation amplitude)
      - B = 2.0 (modulation frequency)
      - C = 0.1 (radial attenuation factor)
      - D = 0.05 (interaction strength)
    """"""
    skew = 0.302
    A = 0.2
    B = 2.0
    C = 0.1
    D = 0.05

    quadratic_term = np.sum(x**2)
    radial_dist = np.sqrt(quadratic_term)
    sinusoidal_term = A * np.sin(B * radial_dist) * np.exp(-C * radial_dist)

    interaction_term = 0.0
    for i in range(len(x)):
        for j in range(i + 1, len(x)):
            interaction_term += x[i] * x[j]

    return (1 + skew) * quadratic_term + sinusoidal_term + D * interaction_term",1.296138922137192,"
    A synthetic benchmark function combining a skewed quadratic bowl with sinusoidal modulation,
    radial attenuation, and pairwise interactions, designed to match specific ELA features.

    Formula:
    f(x) = (1 + skew) * sum(x_i^2) + A * sin(B * sqrt(sum(x_i^2))) * exp(-C * sqrt(sum(x_i^2))) + D * sum(x_i * x_j for i < j)

    where:
      - skew = 0.302 (introduces distribution skewness)
      - A = 0.2 (modulation amplitude)
      - B = 2.0 (modulation frequency)
      - C = 0.1 (radial attenuation factor)
      - D = 0.05 (interaction strength)
    ",,,,1,3,0.15579758869584331,0.3551718264199283,0.8829200917556356,0.6370290621095278,0.0016483238488274497,0.019220078187038213,0.9981534291924711,0.9999744018170547
"import numpy as np

def problem(x: np.ndarray) -> float:
    """"""
    A synthetic 3D benchmark function combining a skewed quadratic bowl,
    sinusoidal modulation, and pairwise interactions to achieve targeted ELA features.

    Formula:
    f(x) = (1 + 0.302) * (x[0]**2 + x[1]**2 + x[2]**2) +
           0.044 * np.sin(5*x[0] + 3*x[1] - 2*x[2]) +
           0.769 * (x[0]*x[1] + x[1]*x[2] + x[0]*x[2]) +
           0.954 * np.exp(-0.5 * ((x[0] - 0.2)**2 + (x[1] + 0.1)**2 + (x[2] - 0.3)**2)) +
           0.786 * x[0] +
           0.92 * x[1] +
           0.851 * x[2] +
           0.991 * (x[0]**3 * x[1] + x[1]**3 * x[2] + x[0] * x[2]**3)
    """"""
    return (1 + 0.302) * (x[0]**2 + x[1]**2 + x[2]**2) + \
           0.044 * np.sin(5*x[0] + 3*x[1] - 2*x[2]) + \
           0.769 * (x[0]*x[1] + x[1]*x[2] + x[0]*x[2]) + \
           0.954 * np.exp(-0.5 * ((x[0] - 0.2)**2 + (x[1] + 0.1)**2 + (x[2] - 0.3)**2)) + \
           0.786 * x[0] + \
           0.92 * x[1] + \
           0.851 * x[2] + \
           0.991 * (x[0]**3 * x[1] + x[1]**3 * x[2] + x[0] * x[2]**3)",1.4313048374302872,"
    A synthetic 3D benchmark function combining a skewed quadratic bowl,
    sinusoidal modulation, and pairwise interactions to achieve targeted ELA features.

    Formula:
    f(x) = (1 + 0.302) * (x[0]**2 + x[1]**2 + x[2]**2) +
           0.044 * np.sin(5*x[0] + 3*x[1] - 2*x[2]) +
           0.769 * (x[0]*x[1] + x[1]*x[2] + x[0]*x[2]) +
           0.954 * np.exp(-0.5 * ((x[0] - 0.2)**2 + (x[1] + 0.1)**2 + (x[2] - 0.3)**2)) +
           0.786 * x[0] +
           0.92 * x[1] +
           0.851 * x[2] +
           0.991 * (x[0]**3 * x[1] + x[1]**3 * x[2] + x[0] * x[2]**3)
    ",,,,1,3,0.25504273818963563,0.5853248979661883,0.11958790142517484,0.7270210603879038,0.007998241835332312,0.858615774524142,0.04008153118513075,0.8697683290415151
"import numpy as np

def problem(x: np.ndarray) -> float:
    """"""
    Combines a skewed quadratic bowl with sinusoidal modulation and pairwise interactions to achieve specific ELA features.

    f(x) =  (1 + 0.302) * sum((x_i - 1)^2) +
            0.044 * sum(sin(2*pi*x_i)) +
            0.769 * sum(x_i*x_j for i in range(3) for j in range(i+1, 3)) +
            0.954 * (x[0]*x[1]*x[2]) +
            0.786 * x[0] +
            0.92 * (x[0]*x[1] + x[1]*x[2]) +
            0.851 * (x[0]**2 + x[1]**2 + x[2]**2) +
            0.991 * (x[0]**2*x[1] + x[1]**2*x[2])
    """"""
    n = len(x)
    result = (1 + 0.302) * np.sum((x - 1)**2)  # Skewness
    result += 0.044 * np.sum(np.sin(2 * np.pi * x))  # Fitness Distance Std
    result += 0.769 * np.sum(x[i] * x[j] for i in range(n) for j in range(i + 1, n)) # Neighbor sd ratio, pairwise interactions
    result += 0.954 * np.prod(x) # Nearest Better cor
    result += 0.786 * x[0] # linear simple
    result += 0.92 * (x[0]*x[1] + x[1]*x[2]) #linear w interact
    result += 0.851 * np.sum(x**2) # quad simple
    result += 0.991 * (x[0]**2*x[1] + x[1]**2*x[2]) # quad_w_interact

    return float(result)",1.1328386847876764,"
    Combines a skewed quadratic bowl with sinusoidal modulation and pairwise interactions to achieve specific ELA features.

    f(x) =  (1 + 0.302) * sum((x_i - 1)^2) +
            0.044 * sum(sin(2*pi*x_i)) +
            0.769 * sum(x_i*x_j for i in range(3) for j in range(i+1, 3)) +
            0.954 * (x[0]*x[1]*x[2]) +
            0.786 * x[0] +
            0.92 * (x[0]*x[1] + x[1]*x[2]) +
            0.851 * (x[0]**2 + x[1]**2 + x[2]**2) +
            0.991 * (x[0]**2*x[1] + x[1]**2*x[2])
    ",,,,1,3,0.3690237527499064,0.3221992080910778,0.18784100084980393,0.7943977914503274,0.18375270142773126,0.3768409561205251,0.4469195370548163,0.8565076224632455
"import numpy as np

def problem(x: np.ndarray) -> float:
    """"""
    Synthetic function designed to match specific ELA features.
    Combines a skewed quadratic bowl, a sinusoidal ripple, and some pairwise interactions.
    Formula: f(x) = (x[0] - shift[0])**2 + 1.2*(x[1] - shift[1])**2 + 0.8*(x[2] - shift[2])**2 +
                   skew * x[0] +
                   0.2 * np.sin(4*x[0]) + 0.1 * np.sin(4*x[1]) + 0.15 * np.sin(4*x[2]) +
                   0.05 * (x[0] * x[1] + x[1] * x[2])
    """"""
    shift = np.array([1.0, -0.5, 0.2])
    skew = 0.3 # Introduce skewness
    return (x[0] - shift[0])**2 + 1.2*(x[1] - shift[1])**2 + 0.8*(x[2] - shift[2])**2 + \
           skew * x[0] + \
           0.2 * np.sin(4*x[0]) + 0.1 * np.sin(4*x[1]) + 0.15 * np.sin(4*x[2]) + \
           0.05 * (x[0] * x[1] + x[1] * x[2])",1.1050063228210665,"
    Synthetic function designed to match specific ELA features.
    Combines a skewed quadratic bowl, a sinusoidal ripple, and some pairwise interactions.
    Formula: f(x) = (x[0] - shift[0])**2 + 1.2*(x[1] - shift[1])**2 + 0.8*(x[2] - shift[2])**2 +
                   skew * x[0] +
                   0.2 * np.sin(4*x[0]) + 0.1 * np.sin(4*x[1]) + 0.15 * np.sin(4*x[2]) +
                   0.05 * (x[0] * x[1] + x[1] * x[2])
    ",,,,1,3,0.17570551615013338,0.3031497808407317,0.8666817889479174,0.648726284846943,0.13652624425478285,0.15079772587083112,0.9980300278751145,0.9998400967583603
